file,type,cbo,cboModified,fanin,fanout,wmc,dit,noc,rfc,lcom,lcom*,tcc,lcc,totalMethodsQty,staticMethodsQty,publicMethodsQty,privateMethodsQty,protectedMethodsQty,defaultMethodsQty,visibleMethodsQty,abstractMethodsQty,finalMethodsQty,synchronizedMethodsQty,totalFieldsQty,staticFieldsQty,publicFieldsQty,privateFieldsQty,protectedFieldsQty,defaultFieldsQty,finalFieldsQty,synchronizedFieldsQty,nosi,loc,returnQty,loopQty,comparisonsQty,tryCatchQty,parenthesizedExpsQty,stringLiteralsQty,numbersQty,assignmentsQty,mathOperationsQty,variablesQty,maxNestedBlocksQty,anonymousClassesQty,innerClassesQty,lambdasQty,uniqueWordsQty,modifiers,logStatementsQty,title,severity,vulnerable,version
xwork-core/src/test/java/com/opensymphony/xwork2/interceptor/ValidationErrorAwareTest.java,class,17,18,1,17,5,3,0,25,4,0.6,0.3,0.3,5,0,2,0,3,0,5,0,0,0,4,0,0,4,0,0,0,0,1,58,1,0,0,0,0,7,0,12,0,11,0,2,1,0,45,1,0,0,0,0.0,2.3.20
plugins/embeddedjsp/src/main/java/org/apache/struts2/jasper/compiler/PageInfo.java,class,9,30,21,9,118,1,0,24,3080,0.97110003,0.024691358,0.12222222,81,0,80,0,0,1,81,0,0,0,44,0,0,44,0,0,0,0,0,365,46,1,8,1,2,32,10,83,3,50,4,0,0,0,177,0,0,0,0,0.0,2.3.20
plugins/json/src/test/java/org/apache/struts2/json/StrutsMockHttpServletRequest.java,class,4,5,1,4,35,2,0,9,482,0.9292929,0.043560605,0.043560605,33,0,33,0,0,0,33,0,0,0,12,0,0,11,0,1,0,0,1,126,22,0,1,1,0,2,2,20,0,14,1,0,0,0,67,1,0,0,0,0.0,2.3.20
core/src/main/java/org/apache/struts2/interceptor/MessageStoreInterceptor.java,class,6,7,1,6,44,2,0,28,38,0.8333333,0.21212122,0.3030303,12,0,7,0,5,0,12,0,0,0,12,9,7,5,0,0,9,0,0,133,9,0,10,0,5,20,6,40,5,36,4,0,0,0,200,1,7,0,0,0.0,2.3.20
plugins/portlet/src/main/java/org/apache/struts2/portlet/dispatcher/DispatcherServlet.java,class,5,6,1,5,4,2,0,5,1,1.0,0.0,0.0,2,0,0,1,1,0,1,0,0,0,1,1,0,1,0,0,1,0,0,18,2,0,0,0,1,0,1,3,0,3,1,0,0,0,26,1,0,0,0,0.0,2.3.20
core/src/main/java/org/apache/struts2/dispatcher/FilterDispatcher.java,class,24,29,5,24,27,1,1,52,41,0.75,0.27272728,0.8333333,14,2,7,2,5,0,12,0,0,0,6,1,0,4,2,0,0,0,5,157,8,1,5,7,0,24,0,28,4,24,3,0,0,0,356,1,3,0,0,0.0,2.3.20
plugins/tiles/src/main/java/org/apache/struts2/tiles/StrutsTilesContainerFactory.java,class,7,8,1,7,1,2,0,7,0,0.0,0.0,0.0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,5,0,4,0,0,1,0,20,1,0,0,0,0.0,2.3.20
xwork-core/src/test/java/com/opensymphony/xwork2/util/location/LocationAttributesTest.java,class,8,9,1,8,5,2,0,17,10,0.0,0.0,0.0,5,0,4,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,4,56,1,0,0,0,0,22,2,9,0,9,0,1,0,0,33,1,0,0,0,0.0,2.3.20
plugins/rest/src/main/java/org/apache/struts2/rest/RestActionMapper.java,class,9,11,2,9,63,2,0,40,223,0.91614914,0.060606062,0.34199134,23,0,15,1,7,0,22,0,0,0,14,2,1,12,1,0,2,0,0,211,13,1,16,0,3,42,22,53,9,29,5,0,0,0,176,1,0,0,0,0.0,2.3.20
plugins/portlet/src/main/java/org/apache/struts2/portlet/servlet/PortletServletResponse.java,class,6,10,4,6,46,1,1,13,351,0.5588235,0.18716578,0.18716578,34,0,34,0,0,0,34,0,0,0,1,0,0,0,1,0,0,0,0,165,8,0,0,0,12,31,0,1,0,1,1,0,0,0,62,1,0,0,0,0.0,2.3.20
core/src/main/java/org/apache/struts2/components/Anchor.java,class,15,19,4,15,33,4,0,40,0,0.86507934,0.52645504,0.7936508,28,0,26,0,2,0,28,0,0,0,9,4,3,1,5,0,4,0,0,127,6,0,1,1,0,33,0,14,0,12,3,0,0,0,181,1,1,0,0,0.0,2.3.20
xwork-core/src/main/java/com/opensymphony/xwork2/config/impl/LocatableFactory.java,class,7,7,0,7,3,2,0,9,1,0.5833334,0.33333334,0.33333334,3,0,3,0,0,0,3,0,0,0,4,0,0,4,0,0,0,0,1,33,2,0,0,0,0,2,0,7,0,7,0,1,0,0,29,1,0,0,0,0.0,2.3.20
apps/showcase/src/main/java/org/apache/struts2/showcase/hangman/Hangman.java,class,3,7,4,3,14,1,0,10,4,0.6875,0.42857143,1.0,8,0,8,0,0,0,8,0,0,0,6,1,2,4,0,0,1,0,29,53,6,0,1,0,3,3,5,10,2,8,3,0,0,0,38,1,0,0,0,0.0,2.3.20
xwork-core/src/test/java/com/opensymphony/xwork2/util/MyBeanAction.java,class,1,2,1,1,5,1,0,0,6,0.6,0.2,0.2,5,0,5,0,0,0,5,0,0,0,2,0,0,2,0,0,0,0,0,19,3,0,0,0,0,0,0,4,0,2,0,0,0,0,19,1,0,0,0,0.0,2.3.20
apps/showcase/src/main/java/org/apache/struts2/showcase/modelDriven/ModelDrivenAction.java,class,3,3,0,3,3,2,0,0,3,1.0,0.0,0.0,3,0,3,0,0,0,3,0,0,0,1,1,0,1,0,0,1,0,0,12,3,0,0,0,0,0,1,1,0,1,0,0,0,0,28,1,0,0,0,0.0,2.3.20
xwork-core/src/main/java/com/opensymphony/xwork2/util/profiling/UtilTimerStack.java,class,6,9,3,6,20,1,0,26,15,0.7714286,0.13333334,0.13333334,7,7,5,2,0,0,6,0,0,0,5,5,2,2,1,0,3,0,13,77,6,0,5,2,0,7,1,10,1,9,3,0,1,0,248,1,2,0,0,0.0,2.3.20
xwork-core/src/main/java/com/opensymphony/xwork2/config/entities/ResultTypeConfig.java,class,2,7,5,2,20,2,0,5,0,0.47727275,0.6545454,1.0,11,0,9,0,2,0,11,0,0,0,4,0,0,0,4,0,0,0,0,97,13,0,12,0,3,5,5,13,5,6,1,0,1,0,48,1,0,0,0,0.0,2.3.20
